date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-06-05,465000.0,3,2.25,1530,1245.0,2.0,0,0.0,3,1050,480,2014.0,0,2716 E Yesler Way,Seattle,WA 98122,USA
2014-06-09,352750.0,2,1.75,1060,1241.0,2.0,0,0.0,3,960,100,2008.0,0,323 25th Ave S,Seattle,WA 98144,USA
2014-06-18,690000.0,3,3.25,1540,1428.0,3.0,0,0.0,3,1540,0,2013.0,1923,423 N 50th St,Seattle,WA 98103,USA
2014-06-11,742000.0,4,2.5,2810,10986.0,2.0,0,0.0,3,2810,0,1997.0,0,1755 268th Pl SE,Sammamish,WA 98075,USA
2014-06-25,235000.0,4,2.0,1570,9415.0,2.0,0,0.0,4,1570,0,1984.0,0,31845-31899 125th Pl SE,Auburn,WA 98092,USA
2014-05-07,405000.0,3,2.25,1660,8307.0,1.0,0,0.0,4,1660,0,1961.0,2001,605 N 178th St,Shoreline,WA 98133,USA
2014-05-28,224000.0,3,1.5,1560,7300.0,1.0,0,0.0,4,1040,520,1964.0,0,4205 S 288th Pl,Auburn,WA 98001,USA
2014-05-28,175000.0,2,1.0,830,2699.0,1.0,0,0.0,3,830,0,1996.0,0,22775 SE 242nd Pl,Maple Valley,WA 98038,USA
2014-05-19,1000000.0,2,1.75,2430,23400.0,1.0,0,4.0,3,2430,0,1951.0,1994,18200-18298 13th Ave NW,Shoreline,WA 98177,USA
2014-06-27,982000.0,4,2.75,3610,8580.0,2.0,0,0.0,3,3610,0,2014.0,0,12440 NE 73rd St,Kirkland,WA 98033,USA
2014-06-23,405000.0,3,2.25,1520,1245.0,3.0,0,0.0,3,1520,0,2004.0,2003,8502 Interlake Ave N,Seattle,WA 98103,USA
2014-05-30,425000.0,3,2.25,1820,8058.0,1.0,0,0.0,3,1260,560,1974.0,0,13807 129th Pl NE,Kirkland,WA 98034,USA
2014-06-24,683500.0,3,1.5,1820,5756.0,1.5,0,0.0,3,1640,180,1946.0,0,716 W Etruria St,Seattle,WA 98119,USA
2014-05-16,245000.0,2,1.0,870,6150.0,1.0,0,0.0,3,870,0,1941.0,1994,8627 9th Ave SW,Seattle,WA 98106,USA
2014-06-23,365000.0,4,2.0,1940,25600.0,1.0,0,0.0,1,1940,0,1962.0,0,4125 158th Ave SE,Bellevue,WA 98006,USA
2014-05-27,415000.0,3,2.25,1950,8868.0,1.0,0,0.0,3,1350,600,1964.0,2000,1531 NE 172nd St,Shoreline,WA 98155,USA
2014-07-08,568000.0,4,1.75,2790,17476.0,1.0,0,2.0,3,1450,1340,1956.0,2001,2714 SW 164th Pl,Burien,WA 98166,USA
2014-05-18,415000.0,3,2.5,2480,8342.0,2.0,0,0.0,3,2480,0,1986.0,0,18303 155th Pl SE,Renton,WA 98058,USA
2014-05-20,384000.0,3,2.5,1700,4000.0,2.0,0,0.0,3,1700,0,2003.0,0,35131 SE Ridge St,Snoqualmie,WA 98065,USA
2014-07-08,1131000.0,3,2.25,2790,13791.0,1.0,0,3.0,3,2790,0,2006.0,0,18125 Brittany Dr SW,Normandy Park,WA 98166,USA
2014-05-02,257950.0,3,1.75,1370,5858.0,1.0,0,0.0,3,1370,0,1987.0,2000,1605 S 245th Pl,,WA 98198,USA
2014-05-30,3710000.0,4,3.5,5550,28078.0,2.0,0,2.0,4,3350,2200,2000.0,0,3222 78th Pl NE,Medina,WA 98039,USA
2014-06-02,285000.0,2,2.5,1380,1073.0,2.0,0,0.0,3,1140,240,2011.0,0,2802 SW Bataan St,Seattle,WA 98126,USA
2014-05-12,225000.0,3,1.0,990,,1.0,0,0.0,4,990,0,1966.0,0,16411 120th Ave SE,Renton,WA 98058,USA
2014-06-26,1410000.0,4,2.25,3250,16684.0,2.0,0,0.0,3,3250,0,1979.0,2014,2520 Medina Cir,Medina,WA 98039,USA
2014-06-25,265950.0,3,1.5,1150,8450.0,1.0,0,0.0,4,1150,0,1951.0,1999,8540 S 123rd Pl,Seattle,WA 98178,USA
2014-05-14,607500.0,5,1.75,2220,6000.0,1.5,0,0.0,3,1420,800,1923.0,1998,3047 21st Ave W,Seattle,WA 98199,USA
2014-06-23,310000.0,3,2.5,2540,4775.0,2.0,0,0.0,3,2540,0,2006.0,0,21720 SE 299th Way,Kent,WA 98042,USA
2014-05-30,715000.0,4,1.75,3420,7200.0,1.0,0,3.0,5,1770,1650,1947.0,0,10718 Exeter Ave NE,Seattle,WA 98125,USA
2014-06-25,360500.0,3,2.5,1150,887.0,3.0,0,0.0,3,1150,0,2007.0,0,10703 Greenwood Ave N,Seattle,WA 98133,USA
2014-06-30,950000.0,4,2.5,3670,7680.0,2.5,0,0.0,3,3670,0,2007.0,0,2913 NE Davis Loop,Issaquah,WA 98029,USA
2014-05-20,120750.0,3,1.75,1140,9628.0,1.0,0,0.0,4,1140,0,1969.0,0,34403 30th Ave SW,Federal Way,WA 98023,USA
2014-06-12,531000.0,3,2.5,2120,9736.0,2.0,0,0.0,3,2120,0,1988.0,2000,15102 91st Pl NE,Bothell,WA 98011,USA
2014-05-21,589000.0,4,2.5,2910,5776.0,2.0,0,2.0,3,2910,0,1998.0,2006,6907 Fairway Ave SE,Snoqualmie,WA 98065,USA
2014-05-27,360000.0,3,1.0,1050,9206.0,1.5,0,0.0,3,1050,0,1954.0,2005,10710 Lake City Way NE,Seattle,WA 98125,USA
2014-06-02,629000.0,3,2.0,1760,5000.0,1.0,0,0.0,5,960,800,1920.0,0,2439 Piedmont Pl W,Seattle,WA 98199,USA
2014-06-05,385000.0,3,2.25,1710,11500.0,1.0,0,0.0,3,1210,500,1978.0,0,19215 58th Ave NE,Kenmore,WA 98028,USA
2014-05-25,325000.0,4,3.5,2630,3435.0,1.5,0,3.0,3,1640,990,1984.0,0,18641 48th Pl S,SeaTac,WA 98188,USA
2014-06-05,499000.0,3,3.5,1690,1432.0,2.0,0,0.0,3,1360,330,2008.0,0,3427 33rd Ave W,Seattle,WA 98199,USA
2014-06-23,234000.0,2,1.0,870,11100.0,1.0,0,0.0,3,870,0,1940.0,1996,11062 25th Ave SW,Seattle,WA 98146,USA
2014-05-08,489990.0,5,2.25,2440,20828.0,1.5,0,0.0,4,2440,0,1975.0,0,13711 SE 251 Pl,,WA 98042,USA
2014-06-26,1387800.0,3,3.0,2480,5500.0,2.0,0,3.0,3,1730,750,1950.0,2005,2855 36th Ave W,Seattle,WA 98199,USA
2014-05-20,1125000.0,6,3.0,2880,3192.0,2.0,0,0.0,4,2180,700,1919.0,1985,2212 N 36th St,Seattle,WA 98103,USA
2014-06-24,350000.0,2,1.0,740,7680.0,1.0,0,0.0,4,740,0,1922.0,0,8802 30th Ave SW,Seattle,WA 98126,USA
2014-07-03,1127000.0,4,2.5,3160,8281.0,2.0,0,0.0,4,3160,0,1995.0,0,709 7th St S,Kirkland,WA 98033,USA
2014-06-25,578000.0,4,2.5,2070,5415.0,2.0,0,0.0,3,2070,0,1996.0,0,25024 SE 41st Dr,Issaquah,WA 98029,USA
2014-06-23,322200.0,4,2.25,2010,19000.0,2.0,0,0.0,4,2010,0,1975.0,0,25417 167th Pl SE,Covington,WA 98042,USA
2014-06-30,349810.0,3,1.0,960,8855.0,1.0,0,0.0,4,960,0,1958.0,1972,137 NE 193rd St,Shoreline,WA 98155,USA
2014-05-22,749000.0,4,2.5,2930,18199.0,2.0,0,0.0,3,2930,0,1998.0,2006,1645 219th Pl SE,Sammamish,WA 98075,USA
2014-06-12,784000.0,3,3.5,3950,111078.0,1.5,0,0.0,3,2460,1490,1989.0,0,19851 NE Redmond Rd,Redmond,WA 98053,USA
2014-05-22,648360.0,4,1.75,2260,7005.0,1.0,0,1.0,4,1130,1130,1947.0,1988,137 18th Ave,Kirkland,WA 98033,USA
2014-05-05,400000.0,2,1.75,2110,9519.0,1.0,0,0.0,2,2110,0,1948.0,0,2120 NE 168th St,,WA 98155,USA
2014-05-28,1400000.0,4,3.25,4700,9160.0,1.0,0,4.0,3,2520,2180,2005.0,0,5700-5798 SW Hinds St,Seattle,WA 98116,USA
2014-06-27,1820000.0,4,4.5,6640,53330.0,2.0,0,0.0,3,6640,0,1993.0,0,21909 NE 141st St,Woodinville,WA 98077,USA
2014-05-27,355000.0,4,2.25,1810,4970.0,2.0,0,0.0,3,1810,0,2003.0,0,1035 Duvall Pl NE,Renton,WA 98059,USA
2014-06-20,200000.0,3,2.25,1230,7420.0,1.5,0,0.0,5,1230,0,1913.0,0,804 12th St NE,Auburn,WA 98002,USA
2014-05-20,598000.0,5,2.25,2890,12478.0,2.0,0,0.0,3,2890,0,1977.0,2004,2116 Sahalee Dr E,Sammamish,WA 98074,USA
2014-05-05,245000.0,3,1.75,1920,9306.0,1.0,0,0.0,3,1000,920,1984.0,0,30001-30021 55th Pl S,Auburn,WA 98001,USA
2014-05-27,495000.0,4,2.25,1940,9144.0,1.0,0,0.0,4,1430,510,1956.0,0,1805 154th Ave SE,Bellevue,WA 98007,USA
2014-06-23,324000.0,4,1.75,2110,7208.0,1.0,0,0.0,3,1170,940,1975.0,0,17403 159th Ave SE,Renton,WA 98058,USA
2014-06-17,738500.0,3,2.5,2300,6009.0,1.0,0,0.0,3,2300,0,2005.0,0,12115 Big Leaf Way NE,Redmond,WA 98053,USA
2014-05-19,247000.0,3,2.25,1580,7941.0,2.0,0,0.0,4,1580,0,1986.0,0,1714 SW 354th Pl,Federal Way,WA 98023,USA
2014-06-18,0.0,6,3.0,3020,13783.0,2.0,0,0.0,3,3020,0,1952.0,2002,4115 85th Ave SE,Mercer Island,WA 98040,USA
2014-05-27,570000.0,3,1.75,1930,36210.0,1.0,0,0.0,3,1930,0,1977.0,2004,15816 NE 195th St,Woodinville,WA 98072,USA
2014-05-07,185000.0,4,1.0,1490,6600.0,1.0,0,0.0,3,1490,0,1969.0,2010,13248 Occidental Ave S,Burien,WA 98168,USA
2014-06-01,660000.0,4,1.75,2780,9900.0,2.0,0,0.0,4,2780,0,1978.0,2000,20850 NE 26th Pl,Sammamish,WA 98074,USA
2014-06-12,430000.0,4,1.75,1890,6000.0,1.0,0,0.0,4,1110,780,1947.0,1988,13524 22nd Ave NE,Seattle,WA 98125,USA
2014-06-27,410000.0,3,2.0,1400,45738.0,2.0,0,0.0,4,1400,0,1981.0,0,26907 94th Ave SW,Vashon,WA 98070,USA
2014-05-26,880000.0,3,2.0,2130,35169.0,1.0,0,0.0,4,2130,0,1989.0,0,16704 162nd Ave NE,Woodinville,WA 98072,USA
2014-07-01,640000.0,2,2.25,1540,965.0,3.0,0,0.0,3,1540,0,2007.0,0,1816 11th Ave,Seattle,WA 98122,USA
2014-06-13,305000.0,3,1.5,1210,5240.0,1.0,0,0.0,4,610,600,1983.0,0,5445 17th Ave SW,Seattle,WA 98106,USA
2014-06-16,534500.0,3,2.5,1700,3150.0,2.0,0,0.0,3,1700,0,2005.0,0,2493 NE Laurel Crest Ln,Issaquah,WA 98029,USA
2014-07-01,478000.0,3,2.25,1640,3896.0,2.0,0,0.0,3,1640,0,1994.0,0,4235 250th Pl SE,Issaquah,WA 98029,USA
2014-05-22,1051000.0,4,3.75,3860,5474.0,2.5,0,0.0,3,3860,0,2007.0,0,2603 NE Davis Loop,Issaquah,WA 98029,USA
2014-05-06,485000.0,3,2.0,1420,4080.0,1.5,0,0.0,3,1420,0,1905.0,2013,720 N 80th St,,WA 98103,USA
2014-07-01,260000.0,3,2.25,1920,9680.0,1.0,0,0.0,4,1300,620,1961.0,2001,10904 SE 212th St,Kent,WA 98031,USA
2014-06-25,505000.0,3,2.5,1860,8060.0,2.0,0,0.0,4,1860,0,1987.0,0,4327 243rd Ave SE,Issaquah,WA 98029,USA
2014-05-23,1050000.0,3,4.0,4380,42769.0,2.0,0,0.0,5,4380,0,1983.0,0,17301 NE 131st St,Redmond,WA 98052,USA
2014-06-11,560200.0,3,2.5,1990,3984.0,2.0,0,0.0,3,1990,0,2004.0,2003,24134 SE 20th St,Sammamish,WA 98075,USA
2014-05-07,705000.0,4,2.5,2650,4316.0,1.5,0,0.0,3,1520,1130,1905.0,2013,1902 45th Ave SW,Seattle,WA 98116,USA
2014-05-12,372500.0,5,3.0,2480,10090.0,1.0,0,0.0,3,1300,1180,2004.0,2003,5537 S 119th St,Seattle,WA 98178,USA
2014-07-08,650000.0,4,3.0,3720,57499.0,1.0,0,0.0,3,1880,1840,2003.0,0,4316 331st Ave NE,Carnation,WA 98014,USA
2014-05-23,175000.0,2,1.0,1300,44431.0,1.0,0,0.0,5,1300,0,1958.0,0,30557 55th Ave S,Auburn,WA 98001,USA
2014-05-20,475000.0,4,1.75,1650,7775.0,1.0,0,0.0,4,1150,500,1950.0,1983,11726 Phinney Ave N,Seattle,WA 98133,USA
2014-06-26,435000.0,4,2.75,2110,8751.0,1.0,0,0.0,3,1510,600,1962.0,2003,18447-18509 94th Ave NE,Bothell,WA 98011,USA
2014-06-17,1538000.0,3,2.25,2880,7599.0,1.0,0,2.0,3,1710,1170,1958.0,2002,1806 10th Pl W,Kirkland,WA 98033,USA
2014-06-16,353500.0,4,2.25,1760,9602.0,2.0,0,0.0,3,1760,0,1987.0,2000,13738 SE 199th Pl,Renton,WA 98058,USA
2014-06-27,285000.0,2,1.0,910,8155.0,1.0,0,0.0,4,910,0,1948.0,0,15322 26th Ave NE,Shoreline,WA 98155,USA
2014-05-21,442000.0,4,2.25,2080,12007.0,1.0,0,0.0,4,1220,860,1979.0,0,1740 216th Pl NE,Sammamish,WA 98074,USA
2014-06-09,600000.0,3,2.5,2630,77972.0,2.0,0,0.0,3,2630,0,2004.0,2003,31611 NE Cherry Valley Rd,Duvall,WA 98019,USA
2014-05-07,300000.0,2,1.0,760,3001.0,1.0,0,0.0,3,760,0,1913.0,1983,1761 17th Ave S,Seattle,WA 98144,USA
2014-06-22,545000.0,4,2.5,2090,6023.0,2.0,0,0.0,3,2090,0,1990.0,2009,25733 SE 39th St,Issaquah,WA 98029,USA
2014-05-26,460000.0,2,1.5,2730,19877.0,1.0,0,0.0,4,1570,1160,1976.0,1992,19807 330th Ave NE,Duvall,WA 98019,USA
2014-07-06,454790.0,2,1.75,1990,4000.0,1.0,0,0.0,5,1090,900,1952.0,1998,8215 Stone Ave N,Seattle,WA 98103,USA
2014-05-20,387500.0,4,1.0,1320,4440.0,1.5,0,0.0,3,1320,0,1929.0,0,1505 29th Ave,Seattle,WA 98122,USA
2014-06-17,342000.0,2,1.0,740,6180.0,1.0,0,0.0,3,740,0,1948.0,1994,4813 S Findlay St,Seattle,WA 98118,USA
2014-06-25,870000.0,4,2.75,2840,4000.0,1.5,0,0.0,5,1960,880,1912.0,0,2019 33rd Ave S,Seattle,WA 98144,USA
2014-06-17,493000.0,4,1.75,2030,18295.0,1.5,0,0.0,4,2030,0,1975.0,0,12039 NE 145th St,Kirkland,WA 98034,USA
2014-06-20,205000.0,3,1.0,960,7314.0,1.0,0,0.0,5,960,0,1960.0,0,604 Cedar Dr SE,Auburn,WA 98002,USA
2014-05-13,525000.0,3,3.5,2876,5086.0,2.0,0,,3,2360,516,2007.0,0,12467 NE 171st Pl,Woodinville,WA 98072,USA
2014-06-18,975000.0,4,2.5,4270,43386.0,1.0,0,0.0,3,2680,1590,1991.0,0,21502 NE 103rd St,Redmond,WA 98053,USA
2014-06-03,930000.0,4,2.5,2200,4000.0,2.0,0,0.0,5,1430,770,1908.0,0,2418 10th Ave W,Seattle,WA 98119,USA
2014-05-27,587000.0,3,2.25,2370,217800.0,2.0,0,0.0,3,2370,0,1979.0,2014,3118 264th Ave NE,Redmond,WA 98053,USA
2014-06-26,225500.0,2,1.75,1590,11276.0,1.0,0,0.0,4,1590,0,1972.0,0,936 Pike Pl NE,Auburn,WA 98002,USA
2014-06-04,485000.0,3,2.5,2340,59058.0,1.0,0,0.0,3,2340,0,1985.0,0,21924 234th Ave SE,Maple Valley,WA 98038,USA
2014-05-29,503000.0,3,2.0,2590,108900.0,2.0,0,0.0,3,1980,610,1988.0,2000,21409 SE 215th St,Maple Valley,WA 98038,USA
2014-05-31,289950.0,3,2.5,1960,3480.0,2.0,0,0.0,3,1960,0,2004.0,2003,2826 Access Rd,Renton,WA 98056,USA
2014-06-11,250000.0,2,1.5,982,846.0,2.0,0,0.0,3,806,176,2006.0,0,10217 Aurora Ave N,Seattle,WA 98133,USA
2014-06-10,165000.0,3,1.0,970,6600.0,1.0,0,0.0,3,970,0,1965.0,1993,13240 Occidental Ave S,Burien,WA 98168,USA
2014-06-06,550000.0,3,1.5,1900,5000.0,1.5,0,0.0,3,1640,260,1926.0,2003,6810 31st Ave NE,Seattle,WA 98115,USA
2014-06-05,546000.0,2,1.0,970,3400.0,1.0,0,0.0,3,970,0,1924.0,2011,2707 Queen Anne Ave N,Seattle,WA 98109,USA
2014-05-24,199000.0,2,1.0,720,7200.0,1.0,0,0.0,5,720,0,1943.0,0,3113 SE 6th St,Renton,WA 98058,USA
2014-06-05,560000.0,4,2.5,2260,3713.0,2.0,0,0.0,3,2260,0,2003.0,0,13135 NE 139th St,Kirkland,WA 98034,USA
2014-05-13,550000.0,7,4.0,3440,8100.0,2.0,0,0.0,3,3440,0,1970.0,2014,718 N 95th St,Seattle,WA 98103,USA
2014-06-26,450000.0,2,1.75,840,3340.0,1.0,0,0.0,3,700,140,1912.0,1994,5516 2nd Ave NW,Seattle,WA 98107,USA
2014-07-08,410000.0,4,2.5,2560,4020.0,2.0,0,0.0,3,2560,0,2006.0,0,27645 236th Ct SE,Maple Valley,WA 98038,USA
2014-06-02,645000.0,4,2.5,2430,14400.0,1.0,0,0.0,5,1670,760,1963.0,0,15048 NE 11th Pl,Bellevue,WA 98007,USA
2014-06-23,402101.0,2,0.75,1020,1350.0,2.0,0,0.0,3,1020,0,2009.0,0,902 26th Ave S,Seattle,WA 98144,USA
2014-06-20,477000.0,3,1.75,1780,8085.0,1.0,0,0.0,3,1210,570,1976.0,0,14815 108th Pl NE,Bothell,WA 98011,USA
2014-07-02,700000.0,3,2.5,2490,23891.0,2.0,0,0.0,3,2490,0,1993.0,0,23203 NE 78th Way,Redmond,WA 98053,USA
2014-05-19,320000.0,3,2.5,2680,7757.0,2.0,0,0.0,3,2680,0,1990.0,2009,833 SW 346th St,Federal Way,WA 98023,USA
2014-06-03,295000.0,2,1.0,1170,10621.0,1.0,0,0.0,3,1170,0,1963.0,2008,507 Janet Ave NE,North Bend,WA 98045,USA
2014-05-30,168000.0,2,1.5,1220,3568.0,1.5,0,0.0,4,1220,0,1976.0,1992,24709 13th Ave S,Des Moines,WA 98198,USA
2014-06-05,237000.0,3,1.0,1130,10650.0,1.0,0,0.0,3,1130,0,1954.0,2005,18504 38th Ave S,SeaTac,WA 98188,USA
2014-05-07,599000.0,3,1.75,1960,4788.0,1.0,0,0.0,4,1090,870,1920.0,0,6253-6299 15th Ave NE,Seattle,WA 98115,USA
2014-05-14,925000.0,4,2.5,2190,7350.0,2.5,0,0.0,5,2190,0,1958.0,0,3446 77th Ave SE,Mercer Island,WA 98040,USA
2014-06-11,460000.0,3,2.0,2060,4437.0,1.0,0,0.0,3,1030,1030,1929.0,0,3720 35th Ave SW,Seattle,WA 98126,USA
2014-05-07,226500.0,3,1.75,1640,10762.0,1.0,0,0.0,3,1130,510,1988.0,2000,27000-27080 201st Ave SE,Covington,WA 98042,USA
2014-05-09,212000.0,2,1.5,1020,1525.0,2.0,0,0.0,3,1020,0,2004.0,2003,10312 Linden Ave N,Seattle,WA 98133,USA
2014-05-28,150000.0,3,1.0,820,7680.0,1.5,0,0.0,3,820,0,1910.0,2006,8408 20th Ave SW,Seattle,WA 98106,USA
2014-05-28,589000.0,3,1.0,1110,6000.0,1.5,0,0.0,5,1110,0,1932.0,2002,3228 36th Ave W,Seattle,WA 98199,USA
2014-06-06,835000.0,2,2.0,2280,6815.0,1.0,0,0.0,3,2280,0,2002.0,0,12439 235th Pl NE,Redmond,WA 98053,USA
2014-06-30,491500.0,3,2.25,1470,4322.0,2.0,0,0.0,3,1470,0,1985.0,0,4327 242nd Pl SE,Issaquah,WA 98029,USA
2014-06-24,380000.0,3,2.25,1860,15559.0,2.0,0,0.0,4,1860,0,1963.0,0,52435 SE 496th Pl,Enumclaw,WA 98022,USA
2014-06-09,568000.0,3,1.75,2050,3520.0,1.0,0,0.0,4,1070,980,1977.0,0,5404-5410 Beach Dr SW,Seattle,WA 98136,USA
2014-07-02,659000.0,4,2.0,2090,10800.0,1.0,0,0.0,4,2090,0,1951.0,1999,3738 86th Ave SE,Mercer Island,WA 98040,USA
2014-06-24,355000.0,2,2.25,930,747.0,2.0,0,0.0,3,630,300,2007.0,0,2107 13th Ave S,Seattle,WA 98144,USA
2014-05-16,490000.0,2,1.0,1160,5000.0,1.0,0,0.0,4,1160,0,1937.0,0,7752 33rd Ave NW,Seattle,WA 98117,USA
2014-06-24,325000.0,3,1.0,850,6906.0,1.0,0,0.0,3,850,0,1948.0,1994,15812 14th Avenue Northeast,Shoreline,WA 98155,USA
2014-06-05,550000.0,4,2.5,2700,5150.0,2.0,0,0.0,3,2700,0,2007.0,0,5314 NE 17th Pl,Renton,WA 98059,USA
2014-06-19,309000.0,3,2.5,1800,2700.0,2.0,0,0.0,3,1800,0,2011.0,0,2803 SW Bataan St,Seattle,WA 98126,USA
2014-05-12,330000.0,5,3.0,2100,7715.0,1.0,0,0.0,3,1250,850,2013.0,1923,1047-1099 S 130th St,Burien,WA 98168,USA
2014-06-26,225000.0,3,2.0,1700,11475.0,1.0,0,0.0,5,970,730,1945.0,0,238 SW 132nd St,Burien,WA 98146,USA
2014-06-27,399950.0,3,2.5,2570,10431.0,2.0,0,0.0,3,2570,0,1989.0,0,9531 S 204th Pl,Kent,WA 98031,USA
2014-05-08,835000.0,4,2.0,1910,6960.0,1.5,0,0.0,5,1910,0,1941.0,0,744 N 83rd St,,WA 98103,USA
2014-06-30,250000.0,3,2.0,1440,9220.0,1.0,0,0.0,3,1440,0,1965.0,1993,25816 13th Pl S,Des Moines,WA 98198,USA
2014-05-29,452000.0,4,2.25,2590,10002.0,1.0,0,0.0,4,1340,1250,1968.0,0,19311 59th Pl NE,Kenmore,WA 98028,USA
2014-06-30,245000.0,3,2.75,1300,14197.0,1.0,0,0.0,3,860,440,1996.0,0,11748 SE 264th St,Kent,WA 98030,USA
2014-07-09,599950.0,3,3.25,1830,1804.0,3.0,0,0.0,3,1830,0,2014.0,0,1501 NW 90th St,Seattle,WA 98117,USA
2014-06-11,809950.0,4,2.5,3280,6181.0,2.0,0,0.0,3,3280,0,2001.0,0,19199 NE 43rd Ct,Sammamish,WA 98074,USA
2014-05-08,413450.0,3,2.5,1540,1614.0,3.0,0,0.0,3,1470,70,2008.0,0,9202A Interlake Ave N,Seattle,WA 98103,USA
2014-06-18,540000.0,3,1.75,1970,8200.0,1.0,0,0.0,5,1420,550,1963.0,0,416 NW 181st St,Shoreline,WA 98177,USA
2014-06-12,890000.0,3,2.25,2060,8640.0,1.0,0,0.0,4,2060,0,1966.0,0,4810 109th Ave NE,Kirkland,WA 98033,USA
2014-07-02,310000.0,2,1.0,700,3000.0,1.0,0,0.0,4,700,0,1918.0,1974,929 N 77th St,Seattle,WA 98103,USA
2014-05-20,520000.0,4,3.5,2680,10000.0,2.0,0,0.0,3,2040,640,1942.0,2014,13342 30th Ave NE,Seattle,WA 98125,USA
2014-06-24,360000.0,3,1.75,1500,7200.0,1.0,0,0.0,3,1500,0,1957.0,2000,20015 Burke Ave N,Shoreline,WA 98133,USA
2014-06-27,560000.0,4,2.5,2710,6583.0,2.0,0,0.0,3,2710,0,2003.0,0,612 Orcas Ave NE,Renton,WA 98059,USA
2014-06-09,550000.0,3,1.75,1380,3402.0,1.5,0,0.0,3,1380,0,1900.0,2000,929 24th Ave,Seattle,WA 98122,USA
2014-07-03,265000.0,3,1.0,1020,8610.0,1.0,0,0.0,5,1020,0,1959.0,0,3704 NE 9th Ct,Renton,WA 98056,USA
2014-06-06,279000.0,5,2.5,2690,5557.0,2.0,0,0.0,3,2690,0,2012.0,1912,6421 S 124th St,Seattle,WA 98178,USA
2014-05-12,110000.0,3,1.0,1250,53143.0,1.0,0,0.0,5,1250,0,1945.0,0,19693-19799 SE Maple Valley Hwy,Maple Valley,WA 98038,USA
2014-06-12,681965.7813,4,2.5,2683,40386.0,2.0,0,0.0,4,2683,0,1987.0,0,10821 151st Ave NE,Redmond,WA 98052,USA
2014-05-14,510000.0,3,1.75,2170,26460.0,1.0,0,0.0,3,1450,720,1986.0,0,721 222nd Pl NE,Sammamish,WA 98074,USA
2014-05-23,641000.0,3,1.75,1620,3975.0,1.0,0,0.0,5,940,680,1926.0,0,6729 Dibble Ave NW,Seattle,WA 98117,USA
2014-05-06,563000.0,4,3.0,3100,,2.0,0,0.0,3,2400,700,1996.0,0,7422 NE 163rd St,,WA 98028,USA
2014-06-24,502000.0,3,2.0,1300,14350.0,1.0,0,0.0,3,1300,0,1955.0,2013,4029 142nd Ave SE,Bellevue,WA 98006,USA
2014-06-17,435000.0,2,1.0,1230,3800.0,1.0,0,0.0,3,1230,0,1928.0,1954,3306 NE 70th St,Seattle,WA 98115,USA
2014-06-20,450000.0,3,2.0,1430,3480.0,1.0,0,0.0,3,980,450,1947.0,2012,8012 Wallingford Ave N,Seattle,WA 98103,USA
2014-06-03,425000.0,3,2.25,1870,9000.0,1.0,0,0.0,3,1440,430,1978.0,0,10559 NE 150th Ct,Bothell,WA 98011,USA
2014-05-28,395000.0,3,2.5,2250,3757.0,2.0,0,0.0,3,2250,0,2006.0,0,6730 SE 5th St,Renton,WA 98059,USA
2014-07-07,406062.5,2,1.0,1290,4650.0,1.0,0,0.0,4,1290,0,1906.0,1990,312 NE 81st St,Seattle,WA 98115,USA
2014-06-12,641633.3333,3,2.5,2480,5137.0,2.0,0,0.0,3,2480,0,2000.0,0,13202 NE 92nd Way,Redmond,WA 98052,USA
2014-05-29,412000.0,3,1.75,1950,52256.0,1.0,0,0.0,4,1950,0,1985.0,0,32119 199th Ave SE,Kent,WA 98042,USA
2014-05-23,440000.0,4,2.5,2560,10400.0,1.0,0,0.0,4,1280,1280,1965.0,0,749 Mountain View Pl SW,Issaquah,WA 98027,USA
2014-07-09,610000.0,3,2.5,2630,5827.0,2.0,0,0.0,3,2630,0,2001.0,0,9954 227th Way NE,Redmond,WA 98053,USA
2014-05-13,,3,1.0,1440,5000.0,2.0,0,0.0,3,1440,0,1910.0,2006,6206 Phinney Ave N,Seattle,WA 98103,USA
2014-06-02,410000.0,4,1.75,1790,11875.0,1.0,0,0.0,4,1490,300,1969.0,0,560 SW Fernwood St,Issaquah,WA 98027,USA
2014-06-10,475000.0,2,1.75,1490,224334.0,1.0,0,2.0,3,1490,0,1983.0,2009,5050-5132 Foster Ave SE,Auburn,WA 98092,USA
2014-05-20,480000.0,4,2.75,2050,3960.0,1.0,0,0.0,4,1180,870,1986.0,0,2612 49th Ave SW,Seattle,WA 98116,USA
2014-06-16,470000.0,3,1.5,1760,6723.0,1.0,0,0.0,3,1160,600,1958.0,2004,5624 Wilson Ave S,Seattle,WA 98118,USA
2014-06-25,905000.0,5,3.5,3100,10200.0,1.0,0,4.0,3,1660,1440,1970.0,2014,408 172nd Pl NE,Bellevue,WA 98008,USA
2014-06-19,340000.0,3,2.5,2480,6112.0,2.0,0,0.0,3,2480,0,2004.0,2003,18210 170th Pl SE,Renton,WA 98058,USA
2014-05-09,445000.0,4,2.0,1650,6000.0,1.0,0,0.0,5,1000,650,1959.0,0,2211 20th Ave S,Seattle,WA 98144,USA
2014-06-06,405000.0,2,2.0,1405,1073.0,2.0,0,0.0,3,1140,265,2007.0,0,1111 29th Ave,Seattle,WA 98122,USA
